"","prec","tmax","tmin","id","lectivo","fest","hora","intensidad","carga","dia","mes","anio"
"21641",FALSE,11,3,S4590,Si,L,18:15,68,8,Tue,Feb,2017
"21642",FALSE,11,3,S4590,Si,L,18:30,100,11,Tue,Feb,2017
"21643",FALSE,11,3,S4590,Si,L,18:45,101,12,Tue,Feb,2017
"21644",FALSE,11,3,S4590,Si,L,19:00,75,8,Tue,Feb,2017
"21645",FALSE,11,3,S4590,Si,L,19:15,135,16,Tue,Feb,2017
"21646",FALSE,11,3,S4590,Si,L,19:30,104,11,Tue,Feb,2017
"21647",FALSE,11,3,S4590,Si,L,19:45,104,12,Tue,Feb,2017
"21648",FALSE,11,3,S4590,Si,L,20:00,83,9,Tue,Feb,2017
"21649",FALSE,11,3,S4590,Si,L,20:15,134,15,Tue,Feb,2017
"21650",FALSE,11,3,S4590,Si,L,20:30,119,14,Tue,Feb,2017
"21651",FALSE,11,3,S4590,Si,L,20:45,96,10,Tue,Feb,2017
"21652",FALSE,11,3,S4590,Si,L,21:00,71,10,Tue,Feb,2017
"21653",FALSE,11,3,S4590,Si,L,21:15,88,10,Tue,Feb,2017
"21654",FALSE,11,3,S4590,Si,L,21:30,41,5,Tue,Feb,2017
"21655",FALSE,11,3,S4590,Si,L,21:45,25,4,Tue,Feb,2017
"21656",FALSE,11,3,S4590,Si,L,22:00,32,4,Tue,Feb,2017
"21657",FALSE,11,3,S4590,Si,L,22:15,30,4,Tue,Feb,2017
"21658",FALSE,11,3,S4590,Si,L,22:30,0,0,Tue,Feb,2017
"21659",FALSE,11,3,S4590,Si,L,22:45,15,3,Tue,Feb,2017
"21660",FALSE,11,3,S4590,Si,L,23:00,20,2,Tue,Feb,2017
"21661",FALSE,11,3,S4590,Si,L,23:15,24,3,Tue,Feb,2017
"21662",FALSE,14,5,S4590,Si,L,17:30,104,12,Wed,Feb,2017
"21663",FALSE,14,5,S4590,Si,L,17:45,52,6,Wed,Feb,2017
"21664",FALSE,14,5,S4590,Si,L,18:00,64,7,Wed,Feb,2017
"21666",FALSE,14,5,S4590,Si,L,18:15,67,9,Wed,Feb,2017
"21669",FALSE,14,5,S4590,Si,L,18:30,73,7,Wed,Feb,2017
"21671",FALSE,14,5,S4590,Si,L,18:45,91,10,Wed,Feb,2017
"21673",FALSE,14,5,S4590,Si,L,19:00,80,9,Wed,Feb,2017
"21674",FALSE,14,5,S4590,Si,L,19:45,65,6,Wed,Feb,2017
"21675",FALSE,14,5,S4590,Si,L,19:15,109,12,Wed,Feb,2017
"21676",FALSE,14,5,S4590,Si,L,19:30,69,7,Wed,Feb,2017
"21677",FALSE,14,5,S4590,Si,L,20:15,85,9,Wed,Feb,2017
"21679",FALSE,14,5,S4590,Si,L,20:30,119,12,Wed,Feb,2017
"21680",FALSE,14,5,S4590,Si,L,20:00,100,11,Wed,Feb,2017
"21681",FALSE,14,5,S4590,Si,L,20:45,65,7,Wed,Feb,2017
"21682",FALSE,14,5,S4590,Si,L,21:00,88,9,Wed,Feb,2017
"21683",FALSE,14,5,S4590,Si,L,21:15,69,7,Wed,Feb,2017
"21684",FALSE,14,5,S4590,Si,L,21:30,34,5,Wed,Feb,2017
"21685",FALSE,14,5,S4590,Si,L,22:15,23,3,Wed,Feb,2017
"21686",FALSE,14,5,S4590,Si,L,22:30,13,3,Wed,Feb,2017
"21687",FALSE,14,5,S4590,Si,L,23:00,24,3,Wed,Feb,2017
"21688",FALSE,14,5,S4590,Si,L,22:45,24,2,Wed,Feb,2017
"21689",FALSE,14,5,S4590,Si,L,21:45,26,4,Wed,Feb,2017
"21690",FALSE,14,5,S4590,Si,L,22:00,36,4,Wed,Feb,2017
"21692",FALSE,14,5,S4590,Si,L,07:00,12,2,Wed,Feb,2017
"21693",FALSE,14,5,S4590,Si,L,23:15,20,3,Wed,Feb,2017
"21696",FALSE,14,5,S4590,Si,L,23:30,60,6,Wed,Feb,2017
"21697",FALSE,14,5,S4590,Si,L,23:45,15,3,Wed,Feb,2017
"21698",FALSE,14,5,S4590,Si,L,09:00,20,3,Wed,Feb,2017
"21699",FALSE,14,5,S4590,Si,L,09:15,15,2,Wed,Feb,2017
"21700",FALSE,14,5,S4590,Si,L,07:15,24,3,Wed,Feb,2017
"21701",FALSE,14,5,S4590,Si,L,07:45,15,2,Wed,Feb,2017
"21702",FALSE,14,5,S4590,Si,L,08:15,30,3,Wed,Feb,2017
"21703",FALSE,14,5,S4590,Si,L,08:30,22,4,Wed,Feb,2017
"21704",FALSE,14,5,S4590,Si,L,10:15,24,4,Wed,Feb,2017
"21705",FALSE,14,5,S4590,Si,L,10:30,31,4,Wed,Feb,2017
"21706",FALSE,14,5,S4590,Si,L,10:45,25,4,Wed,Feb,2017
"21707",FALSE,14,5,S4590,Si,L,11:00,17,3,Wed,Feb,2017
"21708",FALSE,14,5,S4590,Si,L,11:15,32,5,Wed,Feb,2017
"21709",FALSE,14,5,S4590,Si,L,09:30,20,4,Wed,Feb,2017
"21710",FALSE,14,5,S4590,Si,L,09:45,32,4,Wed,Feb,2017
"21711",FALSE,14,5,S4590,Si,L,10:00,20,3,Wed,Feb,2017
"21712",FALSE,14,5,S4590,Si,L,11:30,32,5,Wed,Feb,2017
"21713",FALSE,14,5,S4590,Si,L,11:45,30,4,Wed,Feb,2017
"21714",FALSE,14,5,S4590,Si,L,12:00,28,5,Wed,Feb,2017
"21715",FALSE,14,5,S4590,Si,L,12:15,48,4,Wed,Feb,2017
"21716",FALSE,14,5,S4590,Si,L,12:30,44,5,Wed,Feb,2017
"21717",FALSE,14,5,S4590,Si,L,12:45,32,4,Wed,Feb,2017
"21718",FALSE,14,5,S4590,Si,L,14:00,78,9,Wed,Feb,2017
"21719",FALSE,14,5,S4590,Si,L,13:00,39,5,Wed,Feb,2017
"21720",FALSE,14,5,S4590,Si,L,13:15,36,5,Wed,Feb,2017
"21721",FALSE,14,5,S4590,Si,L,13:30,60,8,Wed,Feb,2017
"21722",FALSE,14,5,S4590,Si,L,13:45,124,14,Wed,Feb,2017
"21723",FALSE,14,5,S4590,Si,L,14:15,96,11,Wed,Feb,2017
"21724",FALSE,14,5,S4590,Si,L,14:30,68,7,Wed,Feb,2017
"21725",FALSE,14,5,S4590,Si,L,14:45,60,7,Wed,Feb,2017
"21726",FALSE,14,5,S4590,Si,L,15:00,44,5,Wed,Feb,2017
"21727",FALSE,14,5,S4590,Si,L,15:15,21,4,Wed,Feb,2017
"21728",FALSE,14,5,S4590,Si,L,15:30,73,8,Wed,Feb,2017
"21729",FALSE,14,5,S4590,Si,L,15:45,61,7,Wed,Feb,2017
"21730",FALSE,14,5,S4590,Si,L,16:00,33,4,Wed,Feb,2017
"21731",FALSE,14,5,S4590,Si,L,16:15,48,6,Wed,Feb,2017
"21732",FALSE,14,5,S4590,Si,L,16:30,55,5,Wed,Feb,2017
"21733",FALSE,14,5,S4590,Si,L,16:45,88,10,Wed,Feb,2017
"21734",FALSE,14,5,S4590,Si,L,17:00,56,7,Wed,Feb,2017
"21735",FALSE,14,5,S4590,Si,L,17:15,93,11,Wed,Feb,2017
"21736",FALSE,11,6,S4590,Si,L,12:30,40,4,Thu,Feb,2017
"21737",FALSE,11,6,S4590,Si,L,12:45,34,4,Thu,Feb,2017
"21738",FALSE,11,6,S4590,Si,L,13:00,55,6,Thu,Feb,2017
"21739",FALSE,11,6,S4590,Si,L,13:15,43,5,Thu,Feb,2017
"21740",FALSE,11,6,S4590,Si,L,13:30,81,8,Thu,Feb,2017
"21741",FALSE,11,6,S4590,Si,L,13:45,78,9,Thu,Feb,2017
"21742",FALSE,11,6,S4590,Si,L,14:00,100,13,Thu,Feb,2017
"21743",FALSE,11,6,S4590,Si,L,14:30,83,10,Thu,Feb,2017
"21744",FALSE,11,6,S4590,Si,L,14:45,60,7,Thu,Feb,2017
"21745",FALSE,11,6,S4590,Si,L,14:15,65,8,Thu,Feb,2017
"21746",FALSE,11,6,S4590,Si,L,15:00,37,4,Thu,Feb,2017
"21747",FALSE,11,6,S4590,Si,L,15:15,22,3,Thu,Feb,2017
"21748",FALSE,11,6,S4590,Si,L,15:30,61,7,Thu,Feb,2017
"21749",FALSE,11,6,S4590,Si,L,15:45,47,6,Thu,Feb,2017
"21750",FALSE,11,6,S4590,Si,L,16:00,43,5,Thu,Feb,2017
"21751",FALSE,11,6,S4590,Si,L,16:15,64,7,Thu,Feb,2017
"21752",FALSE,11,6,S4590,Si,L,17:30,112,13,Thu,Feb,2017
"21753",FALSE,11,6,S4590,Si,L,17:00,67,9,Thu,Feb,2017
"21754",FALSE,11,6,S4590,Si,L,17:15,60,7,Thu,Feb,2017
"21755",FALSE,11,6,S4590,Si,L,16:30,84,10,Thu,Feb,2017
"21756",FALSE,11,6,S4590,Si,L,16:45,56,7,Thu,Feb,2017
"21757",FALSE,11,6,S4590,Si,L,18:45,72,8,Thu,Feb,2017
"21760",FALSE,11,6,S4590,Si,L,19:00,88,10,Thu,Feb,2017
"21761",FALSE,11,6,S4590,Si,L,17:45,51,6,Thu,Feb,2017
"21762",FALSE,11,6,S4590,Si,L,18:00,72,8,Thu,Feb,2017
"21763",FALSE,11,6,S4590,Si,L,18:15,115,12,Thu,Feb,2017
"21765",FALSE,11,6,S4590,Si,L,18:30,56,7,Thu,Feb,2017
"21766",FALSE,11,6,S4590,Si,L,19:45,90,10,Thu,Feb,2017
"21767",FALSE,11,6,S4590,Si,L,20:00,77,9,Thu,Feb,2017
"21768",FALSE,11,6,S4590,Si,L,20:15,96,11,Thu,Feb,2017
"21771",FALSE,11,6,S4590,Si,L,20:30,104,13,Thu,Feb,2017
"21772",FALSE,11,6,S4590,Si,L,19:15,84,10,Thu,Feb,2017
"21774",FALSE,11,6,S4590,Si,L,19:30,71,7,Thu,Feb,2017
"21776",FALSE,11,6,S4590,Si,L,22:15,24,3,Thu,Feb,2017
"21777",FALSE,11,6,S4590,Si,L,22:30,22,4,Thu,Feb,2017
"21778",FALSE,11,6,S4590,Si,L,22:45,15,3,Thu,Feb,2017
"21779",FALSE,11,6,S4590,Si,L,20:45,72,9,Thu,Feb,2017
"21780",FALSE,11,6,S4590,Si,L,21:00,100,11,Thu,Feb,2017
"21781",FALSE,11,6,S4590,Si,L,21:15,56,7,Thu,Feb,2017
"21782",FALSE,11,6,S4590,Si,L,21:30,68,7,Thu,Feb,2017
"21783",FALSE,11,6,S4590,Si,L,21:45,23,4,Thu,Feb,2017
"21784",FALSE,11,6,S4590,Si,L,22:00,26,3,Thu,Feb,2017
"21786",FALSE,11,6,S4590,Si,L,23:30,30,4,Thu,Feb,2017
"21787",FALSE,11,6,S4590,Si,L,23:45,15,3,Thu,Feb,2017
"21788",FALSE,11,6,S4590,Si,L,07:15,30,4,Thu,Feb,2017
"21789",FALSE,11,6,S4590,Si,L,23:00,13,3,Thu,Feb,2017
"21790",FALSE,11,6,S4590,Si,L,07:30,15,2,Thu,Feb,2017
"21791",FALSE,11,6,S4590,Si,L,08:15,15,2,Thu,Feb,2017
"21792",FALSE,11,6,S4590,Si,L,08:30,24,4,Thu,Feb,2017
"21793",FALSE,11,6,S4590,Si,L,08:45,0,0,Thu,Feb,2017
"21794",FALSE,11,6,S4590,Si,L,09:00,15,2,Thu,Feb,2017
"21795",FALSE,11,6,S4590,Si,L,09:15,30,4,Thu,Feb,2017
"21796",FALSE,11,6,S4590,Si,L,09:30,26,3,Thu,Feb,2017
"21797",FALSE,11,6,S4590,Si,L,09:45,32,5,Thu,Feb,2017
"21798",FALSE,11,6,S4590,Si,L,10:00,41,5,Thu,Feb,2017
"21799",FALSE,11,6,S4590,Si,L,10:15,26,4,Thu,Feb,2017
"21800",FALSE,11,6,S4590,Si,L,10:30,32,4,Thu,Feb,2017
"21801",FALSE,11,6,S4590,Si,L,10:45,16,3,Thu,Feb,2017
"21802",FALSE,11,6,S4590,Si,L,11:00,15,3,Thu,Feb,2017
"21803",FALSE,11,6,S4590,Si,L,11:15,37,4,Thu,Feb,2017
"21804",FALSE,11,6,S4590,Si,L,11:30,60,6,Thu,Feb,2017
"21805",FALSE,11,6,S4590,Si,L,11:45,51,6,Thu,Feb,2017
"21806",FALSE,11,6,S4590,Si,L,12:00,44,4,Thu,Feb,2017
"21807",FALSE,11,6,S4590,Si,L,12:15,29,4,Thu,Feb,2017
"21808",FALSE,14,3,S4590,Si,V,07:15,16,3,Fri,Feb,2017
"21809",FALSE,14,3,S4590,Si,V,07:30,30,3,Fri,Feb,2017
"21810",FALSE,14,3,S4590,Si,V,07:45,0,0,Fri,Feb,2017
"21811",FALSE,14,3,S4590,Si,V,08:45,23,3,Fri,Feb,2017
"21812",FALSE,14,3,S4590,Si,V,09:00,15,2,Fri,Feb,2017
"21813",FALSE,14,3,S4590,Si,V,08:30,15,3,Fri,Feb,2017
"21814",FALSE,14,3,S4590,Si,V,09:30,9,2,Fri,Feb,2017
"21815",FALSE,14,3,S4590,Si,V,09:15,24,3,Fri,Feb,2017
"21816",FALSE,14,3,S4590,Si,V,10:15,27,3,Fri,Feb,2017
"21817",FALSE,14,3,S4590,Si,V,10:30,36,4,Fri,Feb,2017
"21818",FALSE,14,3,S4590,Si,V,09:45,30,4,Fri,Feb,2017
"21819",FALSE,14,3,S4590,Si,V,10:00,40,6,Fri,Feb,2017
"21820",FALSE,14,3,S4590,Si,V,11:15,39,4,Fri,Feb,2017
"21821",FALSE,14,3,S4590,Si,V,10:45,30,4,Fri,Feb,2017
"21822",FALSE,14,3,S4590,Si,V,11:00,26,4,Fri,Feb,2017
"21823",FALSE,14,3,S4590,Si,V,13:00,30,4,Fri,Feb,2017
"21824",FALSE,14,3,S4590,Si,V,11:30,28,4,Fri,Feb,2017
"21825",FALSE,14,3,S4590,Si,V,11:45,60,7,Fri,Feb,2017
"21826",FALSE,14,3,S4590,Si,V,12:00,49,6,Fri,Feb,2017
"21827",FALSE,14,3,S4590,Si,V,12:15,50,5,Fri,Feb,2017
"21828",FALSE,14,3,S4590,Si,V,12:30,49,6,Fri,Feb,2017
"21829",FALSE,14,3,S4590,Si,V,12:45,34,4,Fri,Feb,2017
"21830",FALSE,14,3,S4590,Si,V,13:30,56,7,Fri,Feb,2017
"21831",FALSE,14,3,S4590,Si,V,13:45,86,10,Fri,Feb,2017
"21832",FALSE,14,3,S4590,Si,V,14:00,81,10,Fri,Feb,2017
"21833",FALSE,14,3,S4590,Si,V,14:15,112,12,Fri,Feb,2017
"21834",FALSE,14,3,S4590,Si,V,13:15,56,7,Fri,Feb,2017
"21835",FALSE,14,3,S4590,Si,V,14:30,160,18,Fri,Feb,2017
"21836",FALSE,14,3,S4590,Si,V,15:45,49,5,Fri,Feb,2017
"21837",FALSE,14,3,S4590,Si,V,16:00,53,5,Fri,Feb,2017
"21838",FALSE,14,3,S4590,Si,V,14:45,125,13,Fri,Feb,2017
"21839",FALSE,14,3,S4590,Si,V,15:00,133,15,Fri,Feb,2017
"21840",FALSE,14,3,S4590,Si,V,15:15,163,18,Fri,Feb,2017
"21841",FALSE,14,3,S4590,Si,V,15:30,144,17,Fri,Feb,2017
"21842",FALSE,14,3,S4590,Si,V,17:45,61,7,Fri,Feb,2017
"21843",FALSE,14,3,S4590,Si,V,16:15,75,9,Fri,Feb,2017
"21845",FALSE,14,3,S4590,Si,V,16:30,65,8,Fri,Feb,2017
"21847",FALSE,14,3,S4590,Si,V,16:45,84,9,Fri,Feb,2017
"21849",FALSE,14,3,S4590,Si,V,17:00,73,8,Fri,Feb,2017
"21851",FALSE,14,3,S4590,Si,V,17:15,60,6,Fri,Feb,2017
"21853",FALSE,14,3,S4590,Si,V,17:30,60,7,Fri,Feb,2017
"21854",FALSE,14,3,S4590,Si,V,18:00,18,3,Fri,Feb,2017
"21855",FALSE,14,3,S4590,Si,V,19:30,42,5,Fri,Feb,2017
"21857",FALSE,14,3,S4590,Si,V,18:15,40,4,Fri,Feb,2017
"21858",FALSE,14,3,S4590,Si,V,19:45,23,4,Fri,Feb,2017
"21859",FALSE,14,3,S4590,Si,V,18:30,56,7,Fri,Feb,2017
"21860",FALSE,14,3,S4590,Si,V,18:45,32,5,Fri,Feb,2017
"21861",FALSE,14,3,S4590,Si,V,19:00,44,5,Fri,Feb,2017
"21863",FALSE,14,3,S4590,Si,V,19:15,34,4,Fri,Feb,2017
"21864",FALSE,14,3,S4590,Si,V,20:15,33,4,Fri,Feb,2017
"21865",FALSE,14,3,S4590,Si,V,20:30,20,3,Fri,Feb,2017
"21866",FALSE,14,3,S4590,Si,V,20:45,40,4,Fri,Feb,2017
"21868",FALSE,14,3,S4590,Si,V,21:00,15,3,Fri,Feb,2017
"21869",FALSE,14,3,S4590,Si,V,20:00,37,4,Fri,Feb,2017
"21870",FALSE,14,3,S4590,Si,V,21:15,30,4,Fri,Feb,2017
"21871",FALSE,14,3,S4590,Si,V,21:30,15,2,Fri,Feb,2017
"21872",FALSE,14,3,S4590,Si,V,21:45,20,3,Fri,Feb,2017
"21873",FALSE,14,3,S4590,Si,V,22:00,10,2,Fri,Feb,2017
"21874",FALSE,14,3,S4590,Si,V,22:30,15,2,Fri,Feb,2017
"21876",FALSE,14,3,S4590,Si,V,23:00,15,2,Fri,Feb,2017
"21877",FALSE,14,3,S4590,Si,V,23:30,15,2,Fri,Feb,2017
"21878",FALSE,14,3,S4590,Si,V,23:45,26,3,Fri,Feb,2017
"21879",FALSE,13,4,S4590,Si,F,21:00,16,3,Sat,Feb,2017
"21882",FALSE,13,4,S4590,Si,F,22:00,24,3,Sat,Feb,2017
"21883",FALSE,13,4,S4590,Si,F,22:45,15,2,Sat,Feb,2017
"21884",FALSE,13,4,S4590,Si,F,23:15,15,2,Sat,Feb,2017
"21885",FALSE,13,4,S4590,Si,F,23:30,15,2,Sat,Feb,2017
"21887",FALSE,13,4,S4590,Si,F,07:15,13,3,Sat,Feb,2017
"21888",FALSE,13,4,S4590,Si,F,07:00,20,2,Sat,Feb,2017
"21889",FALSE,13,4,S4590,Si,F,10:00,60,7,Sat,Feb,2017
"21890",FALSE,13,4,S4590,Si,F,09:45,15,2,Sat,Feb,2017
"21891",FALSE,13,4,S4590,Si,F,12:00,30,4,Sat,Feb,2017
"21892",FALSE,13,4,S4590,Si,F,12:15,10,2,Sat,Feb,2017
"21893",FALSE,13,4,S4590,Si,F,12:30,15,3,Sat,Feb,2017
"21894",FALSE,13,4,S4590,Si,F,10:15,9,2,Sat,Feb,2017
"21895",FALSE,13,4,S4590,Si,F,10:30,15,2,Sat,Feb,2017
"21896",FALSE,13,4,S4590,Si,F,11:00,30,4,Sat,Feb,2017
"21897",FALSE,13,4,S4590,Si,F,13:15,15,2,Sat,Feb,2017
"21898",FALSE,13,4,S4590,Si,F,13:45,60,7,Sat,Feb,2017
"21899",FALSE,13,4,S4590,Si,F,14:00,9,2,Sat,Feb,2017
"21900",FALSE,13,4,S4590,Si,F,14:15,20,3,Sat,Feb,2017
"21901",FALSE,13,4,S4590,Si,F,14:30,10,2,Sat,Feb,2017
"21902",FALSE,13,4,S4590,Si,F,15:15,15,2,Sat,Feb,2017
"21903",FALSE,13,4,S4590,Si,F,18:15,15,2,Sat,Feb,2017
"21904",FALSE,13,4,S4590,Si,F,15:45,15,2,Sat,Feb,2017
"21905",FALSE,13,4,S4590,Si,F,16:00,15,2,Sat,Feb,2017
"21906",FALSE,13,4,S4590,Si,F,16:30,15,2,Sat,Feb,2017
"21907",FALSE,13,4,S4590,Si,F,16:45,20,2,Sat,Feb,2017
"21908",FALSE,13,4,S4590,Si,F,17:00,0,0,Sat,Feb,2017
"21909",FALSE,13,4,S4590,Si,F,17:15,30,3,Sat,Feb,2017
"21910",FALSE,13,4,S4590,Si,F,17:30,0,0,Sat,Feb,2017
"21911",FALSE,13,4,S4590,Si,F,18:30,15,2,Sat,Feb,2017
"21912",FALSE,13,4,S4590,Si,F,18:00,15,2,Sat,Feb,2017
"21913",FALSE,13,4,S4590,Si,F,18:45,15,2,Sat,Feb,2017
"21914",FALSE,13,4,S4590,Si,F,19:00,18,3,Sat,Feb,2017
"21915",FALSE,13,4,S4590,Si,F,19:15,20,2,Sat,Feb,2017
"21916",FALSE,13,4,S4590,Si,F,19:30,60,7,Sat,Feb,2017
"21917",FALSE,13,4,S4590,Si,F,19:45,23,3,Sat,Feb,2017
"21918",FALSE,13,4,S4590,Si,F,20:00,40,5,Sat,Feb,2017
"21919",FALSE,13,4,S4590,Si,F,20:15,12,2,Sat,Feb,2017
"21920",FALSE,13,4,S4590,Si,F,20:30,15,2,Sat,Feb,2017
"21926",FALSE,13,6,S4590,Si,F,18:00,15,2,Sun,Feb,2017
"21927",FALSE,13,6,S4590,Si,F,18:45,60,8,Sun,Feb,2017
"21928",FALSE,13,6,S4590,Si,F,19:00,16,3,Sun,Feb,2017
"21930",FALSE,13,6,S4590,Si,F,19:30,15,2,Sun,Feb,2017
"21933",FALSE,13,6,S4590,Si,F,21:00,15,2,Sun,Feb,2017
"21935",FALSE,13,6,S4590,Si,F,20:15,15,2,Sun,Feb,2017
"21936",FALSE,13,6,S4590,Si,F,21:30,15,2,Sun,Feb,2017
"21937",FALSE,13,6,S4590,Si,F,23:00,13,3,Sun,Feb,2017
"21938",FALSE,13,6,S4590,Si,F,23:15,0,0,Sun,Feb,2017
"21939",FALSE,13,6,S4590,Si,F,22:45,30,4,Sun,Feb,2017
"21941",FALSE,13,6,S4590,Si,F,08:00,30,3,Sun,Feb,2017
"21942",FALSE,13,6,S4590,Si,F,08:15,0,0,Sun,Feb,2017
"21943",FALSE,13,6,S4590,Si,F,07:00,15,2,Sun,Feb,2017
"21944",FALSE,13,6,S4590,Si,F,07:15,17,3,Sun,Feb,2017
"21945",FALSE,13,6,S4590,Si,F,10:15,15,2,Sun,Feb,2017
"21946",FALSE,13,6,S4590,Si,F,11:30,60,8,Sun,Feb,2017
"21947",FALSE,13,6,S4590,Si,F,11:15,15,2,Sun,Feb,2017
"21948",FALSE,13,6,S4590,Si,F,11:45,0,0,Sun,Feb,2017
"21949",FALSE,13,6,S4590,Si,F,12:15,30,3,Sun,Feb,2017
"21950",FALSE,13,6,S4590,Si,F,12:30,0,0,Sun,Feb,2017
"21951",FALSE,13,6,S4590,Si,F,13:00,15,3,Sun,Feb,2017
"21952",FALSE,13,6,S4590,Si,F,13:15,15,2,Sun,Feb,2017
"21953",FALSE,13,6,S4590,Si,F,13:30,20,3,Sun,Feb,2017
"21954",FALSE,13,6,S4590,Si,F,14:00,60,6,Sun,Feb,2017
"21955",FALSE,13,6,S4590,Si,F,14:15,15,4,Sun,Feb,2017
"21956",FALSE,13,6,S4590,Si,F,14:30,15,2,Sun,Feb,2017
"21957",FALSE,13,6,S4590,Si,F,14:45,15,2,Sun,Feb,2017
"21958",FALSE,13,6,S4590,Si,F,15:00,15,2,Sun,Feb,2017
"21959",FALSE,13,6,S4590,Si,F,15:30,15,2,Sun,Feb,2017
"21960",FALSE,13,6,S4590,Si,F,15:45,60,8,Sun,Feb,2017
"21961",FALSE,13,6,S4590,Si,F,16:00,12,2,Sun,Feb,2017
"21962",FALSE,13,6,S4590,Si,F,16:15,60,6,Sun,Feb,2017
"21963",FALSE,13,6,S4590,Si,F,16:30,0,0,Sun,Feb,2017
"21964",FALSE,13,6,S4590,Si,F,16:45,15,2,Sun,Feb,2017
"21965",FALSE,13,4,S4590,Si,L,14:30,72,7,Mon,Feb,2017
"21966",FALSE,13,4,S4590,Si,L,14:45,37,5,Mon,Feb,2017
"21967",FALSE,13,4,S4590,Si,L,15:00,43,5,Mon,Feb,2017
"21968",FALSE,13,4,S4590,Si,L,15:15,45,5,Mon,Feb,2017
"21969",FALSE,13,4,S4590,Si,L,15:30,84,10,Mon,Feb,2017
"21970",FALSE,13,4,S4590,Si,L,15:45,39,5,Mon,Feb,2017
"21971",FALSE,13,4,S4590,Si,L,16:00,36,5,Mon,Feb,2017
"21972",FALSE,13,4,S4590,Si,L,16:15,55,6,Mon,Feb,2017
"21973",FALSE,13,4,S4590,Si,L,16:30,60,7,Mon,Feb,2017
"21974",FALSE,13,4,S4590,Si,L,16:45,68,7,Mon,Feb,2017
"21975",FALSE,13,4,S4590,Si,L,17:30,63,7,Mon,Feb,2017
"21976",FALSE,13,4,S4590,Si,L,17:00,44,6,Mon,Feb,2017
"21977",FALSE,13,4,S4590,Si,L,17:15,84,9,Mon,Feb,2017
"21978",FALSE,13,4,S4590,Si,L,18:00,113,12,Mon,Feb,2017
"21979",FALSE,13,4,S4590,Si,L,18:15,98,12,Mon,Feb,2017
"21980",FALSE,13,4,S4590,Si,L,18:30,76,9,Mon,Feb,2017
"21981",FALSE,13,4,S4590,Si,L,17:45,77,10,Mon,Feb,2017
"21982",FALSE,13,4,S4590,Si,L,19:00,72,8,Mon,Feb,2017
"21983",FALSE,13,4,S4590,Si,L,19:15,81,8,Mon,Feb,2017
"21984",FALSE,13,4,S4590,Si,L,19:30,112,11,Mon,Feb,2017
"21986",FALSE,13,4,S4590,Si,L,19:45,71,8,Mon,Feb,2017
"21987",FALSE,13,4,S4590,Si,L,18:45,72,7,Mon,Feb,2017
"21988",FALSE,13,4,S4590,Si,L,20:00,83,8,Mon,Feb,2017
"21990",FALSE,13,4,S4590,Si,L,20:15,104,12,Mon,Feb,2017
"21992",FALSE,13,4,S4590,Si,L,20:30,116,13,Mon,Feb,2017
"21993",FALSE,13,4,S4590,Si,L,20:45,83,9,Mon,Feb,2017
"21996",FALSE,13,4,S4590,Si,L,21:00,72,8,Mon,Feb,2017
"21997",FALSE,13,4,S4590,Si,L,21:45,56,7,Mon,Feb,2017
"21998",FALSE,13,4,S4590,Si,L,22:00,30,5,Mon,Feb,2017
"21999",FALSE,13,4,S4590,Si,L,21:15,52,6,Mon,Feb,2017
"22000",FALSE,13,4,S4590,Si,L,21:30,46,6,Mon,Feb,2017
"22001",FALSE,13,4,S4590,Si,L,22:30,30,4,Mon,Feb,2017
"22002",FALSE,13,4,S4590,Si,L,22:45,30,4,Mon,Feb,2017
"22003",FALSE,13,4,S4590,Si,L,23:00,18,3,Mon,Feb,2017
"22004",FALSE,13,4,S4590,Si,L,22:15,26,3,Mon,Feb,2017
"22005",FALSE,13,4,S4590,Si,L,23:30,15,3,Mon,Feb,2017
"22007",FALSE,13,4,S4590,Si,L,07:00,17,3,Mon,Feb,2017
"22009",FALSE,13,4,S4590,Si,L,07:15,27,4,Mon,Feb,2017
"22011",FALSE,13,4,S4590,Si,L,23:15,15,2,Mon,Feb,2017
"22012",FALSE,13,4,S4590,Si,L,08:15,26,3,Mon,Feb,2017
"22013",FALSE,13,4,S4590,Si,L,09:15,10,2,Mon,Feb,2017
"22014",FALSE,13,4,S4590,Si,L,08:30,24,3,Mon,Feb,2017
"22015",FALSE,13,4,S4590,Si,L,08:45,15,3,Mon,Feb,2017
"22016",FALSE,13,4,S4590,Si,L,09:00,24,3,Mon,Feb,2017
"22017",FALSE,13,4,S4590,Si,L,09:30,15,3,Mon,Feb,2017
"22018",FALSE,13,4,S4590,Si,L,09:45,30,4,Mon,Feb,2017
"22019",FALSE,13,4,S4590,Si,L,10:00,49,5,Mon,Feb,2017
"22020",FALSE,13,4,S4590,Si,L,10:15,31,4,Mon,Feb,2017
"22021",FALSE,13,4,S4590,Si,L,10:30,37,5,Mon,Feb,2017
"22022",FALSE,13,4,S4590,Si,L,10:45,15,2,Mon,Feb,2017
"22023",FALSE,13,4,S4590,Si,L,11:00,74,9,Mon,Feb,2017
"22024",FALSE,13,4,S4590,Si,L,11:15,30,5,Mon,Feb,2017
"22025",FALSE,13,4,S4590,Si,L,11:30,40,5,Mon,Feb,2017
"22026",FALSE,13,4,S4590,Si,L,11:45,55,7,Mon,Feb,2017
"22027",FALSE,13,4,S4590,Si,L,12:00,49,6,Mon,Feb,2017
